,_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
8267,871d2b5e777805e92f61f4e1c9314b4f,1-7527278628c2777c87ee339de45ee5d2,2018-5-8,São Joaquim,-23.5618,-46.6389,33354,63,55,43,17,16,6,14,17,REABASTECER,12368
8268,871d2b5e777805e92f61f4e1c93194ea,1-ed1e5a9cdb4c43784f93161a9a2cb62d,2018-6-11,São Joaquim,-23.5618,-46.6389,34268,58,39,14,25,39,32,10,37,NORMAL,12401
8269,871d2b5e777805e92f61f4e1c931a9f1,1-7dd47fa9e2932337aa3d785d790bdaf4,2018-6-18,São Joaquim,-23.5618,-46.6389,34111,86,55,40,7,18,14,31,8,NORMAL,12408
8270,871d2b5e777805e92f61f4e1c931c716,1-75e5d6ae81b007971abdb7278abd8483,2019-1-13,Ana Rosa,-23.5813,-46.6383,67669,31,4,55,15,25,19,30,22,NORMAL,11893
8271,871d2b5e777805e92f61f4e1c931ca9e,1-90a3056afc3f31e43229739ee5e50562,2019-3-10,Sé,-23.55,-46.6333,193295,28,52,26,31,37,33,20,32,NORMAL,4030
8272,871d2b5e777805e92f61f4e1c932547a,1-c16eaf1f3d95ac7d7362f4c7d524b893,2019-5-4,Ana Rosa,-23.5813,-46.6383,64217,10,56,7,24,22,7,11,13,REABASTECER,12004
8273,871d2b5e777805e92f61f4e1c9327053,1-60076e4239b199444905eec58673dcd6,2019-7-18,Sé,-23.55,-46.6333,193516,49,65,4,27,21,26,11,21,NORMAL,4158
8274,871d2b5e777805e92f61f4e1c9327a64,1-b07c28256128de438e242c3c3e71dd61,2019-6-1,Ana Rosa,-23.5813,-46.6383,64426,11,34,17,19,43,27,27,20,REABASTECER,12031
8275,871d2b5e777805e92f61f4e1c9328ca0,1-63979bb6fa42f8be4b4ff363d874e974,2018-12-18,São Joaquim,-23.5618,-46.6389,34249,86,62,65,34,14,24,43,14,NORMAL,12588
8276,871d2b5e777805e92f61f4e1c932a5fd,1-2186eacdf672842243371a096b44dfc6,2018-12-22,São Joaquim,-23.5618,-46.6389,35434,47,32,39,23,39,5,30,39,REABASTECER,12592
8277,871d2b5e777805e92f61f4e1c932c4e5,1-f0a5a9de303575534669a2a8bf817e2d,2019-7-14,Ana Rosa,-23.5813,-46.6383,64042,26,65,38,15,43,29,22,26,NORMAL,12074
8278,871d2b5e777805e92f61f4e1c932ce83,1-51af33a1c476dd807763ec270971a423,2019-1-19,São Joaquim,-23.5618,-46.6389,36106,45,49,59,15,12,16,2,27,REABASTECER,12619
8279,871d2b5e777805e92f61f4e1c932d7de,1-84f879869d7fd566557eab949618ba96,2019-9-26,Sé,-23.55,-46.6333,194595,65,10,7,25,13,11,25,37,REABASTECER,4226
8280,871d2b5e777805e92f61f4e1c932e3a8,1-b8b5ea0d2edbbd351a27f82f10cfa3b7,2019-8-11,Ana Rosa,-23.5813,-46.6383,65676,24,57,55,9,19,19,4,33,REABASTECER,12101
8281,871d2b5e777805e92f61f4e1c9333e37,1-ea52425f5e15fb39a9d1aa0e7769eb84,2019-5-12,São Joaquim,-23.5618,-46.6389,34580,68,22,27,27,27,25,30,27,NORMAL,12732
8282,871d2b5e777805e92f61f4e1c9339490,1-bc041ee218d8114507d4abf804c04149,2018-3-13,Brás,-23.5451,-46.6162,73294,47,53,28,32,15,27,8,43,NORMAL,4393
8283,871d2b5e777805e92f61f4e1c933a451,1-867db2162c5739250b7618dd88300be7,2018-2-6,São Joaquim,-23.5618,-46.6389,34359,86,43,65,21,28,16,31,43,NORMAL,12276
8284,871d2b5e777805e92f61f4e1c933d111,1-2c9455647a3d46bc12b83f8f2adce0d1,2018-5-15,Brás,-23.5451,-46.6162,70505,67,62,57,33,18,10,5,12,REABASTECER,4455
8285,871d2b5e777805e92f61f4e1c933e074,1-6ad01cd9db5d27d2bca5c6f04975e89b,2018-6-11,Brás,-23.5451,-46.6162,72258,86,35,17,43,28,28,27,37,NORMAL,4481
8286,871d2b5e777805e92f61f4e1c933fb09,1-75c542d4c3222190876ea24e7898a33c,2019-11-16,São Joaquim,-23.5618,-46.6389,35465,25,19,6,39,18,24,34,41,NORMAL,12916
8287,871d2b5e777805e92f61f4e1c934260c,1-36efce82d85d53504081b33439635a81,2019-11-23,São Joaquim,-23.5618,-46.6389,33025,57,35,24,16,34,43,43,15,NORMAL,12923
8288,871d2b5e777805e92f61f4e1c9345d6e,1-dadbd79324aa85590e4bf10326fbaa2f,2019-12-25,São Joaquim,-23.5618,-46.6389,32670,79,9,55,2,1,28,3,6,REABASTECER,12955
8289,871d2b5e777805e92f61f4e1c9348ba4,1-500a9b1ef91944a5070c67db61226188,2018-1-15,São Judas,-23.6255,-46.6411,16530,60,53,38,8,30,39,25,24,NORMAL,12975
8290,871d2b5e777805e92f61f4e1c934d983,1-bfa1d12072638b8f5a4746f22ad02517,2018-7-25,São Joaquim,-23.5618,-46.6389,33402,86,6,55,33,7,5,16,8,REABASTECER,12445
8291,871d2b5e777805e92f61f4e1c93508fc,1-2cf66cbe670e684a09ae88bc625ecbe9,2018-11-12,Brás,-23.5451,-46.6162,71815,50,45,9,17,2,28,24,26,REABASTECER,4632
8292,871d2b5e777805e92f61f4e1c935123a,1-480ab68613e38612d04af9b16aa08c8c,2018-9-20,São Joaquim,-23.5618,-46.6389,33280,33,10,8,20,43,19,23,22,REABASTECER,12500
8293,871d2b5e777805e92f61f4e1c9366221,1-c1ac53c3734d489341c946357ca0b804,2019-1-17,São Judas,-23.6255,-46.6411,15937,4,65,28,5,41,12,35,39,REABASTECER,13337
8294,871d2b5e777805e92f61f4e1c9368f8c,1-e079e8e795c2a11e4d813830c3c3f451,2019-9-11,Brás,-23.5451,-46.6162,71446,31,27,32,17,8,18,12,29,NORMAL,4931
8295,871d2b5e777805e92f61f4e1c9369f0a,1-ed456b46546107fa3923eb03e9a13340,2019-2-21,São Judas,-23.6255,-46.6411,17424,17,50,8,15,30,30,23,34,NORMAL,13371
8296,871d2b5e777805e92f61f4e1c936aecc,1-6d56ebc84b27b589e3cc23bab515a40c,2019-8-15,São Joaquim,-23.5618,-46.6389,34545,25,46,7,32,3,43,30,43,REABASTECER,12825
8297,871d2b5e777805e92f61f4e1c936fb1b,1-377fdefb3785140b39aac2bfaa44b85c,2019-5-2,São Judas,-23.6255,-46.6411,14152,31,9,36,38,30,8,33,17,REABASTECER,13442
8298,871d2b5e777805e92f61f4e1c9372408,1-56d4178dab067b2e2270da4c134034bd,2018-1-23,Barra Funda,-23.5542,-46.6707,149574,29,65,53,31,37,43,4,41,NORMAL,5063
8299,871d2b5e777805e92f61f4e1c937a1d4,1-dd487b9ffa4c8687864dba33662c4d1f,2018-4-30,Barra Funda,-23.5542,-46.6707,147977,21,15,30,26,36,42,27,31,NORMAL,5160
8300,871d2b5e777805e92f61f4e1c937d529,1-f3d94fc4f9d87f170a826938da190a90,2019-11-10,São Judas,-23.6255,-46.6411,15912,48,42,65,20,24,29,20,18,NORMAL,13630
8301,871d2b5e777805e92f61f4e1c937e4bc,1-4649d250a4a2b9fcf002fc56021c6022,2019-11-25,São Judas,-23.6255,-46.6411,16887,79,26,31,20,9,27,4,43,NORMAL,13645
8302,871d2b5e777805e92f61f4e1c9382f89,1-ffae6d555556605dfb28dd76d3eaf3e7,2018-1-14,Vila Mariana,-23.5895,-46.6346,24416,46,55,34,14,36,7,40,28,NORMAL,13694
8303,871d2b5e777805e92f61f4e1c9384c69,1-7a459e9a3cbcd826c2fdb0abb730f2e3,2018-8-2,São Judas,-23.6255,-46.6411,15507,29,23,61,25,19,7,11,38,NORMAL,13172
8304,871d2b5e777805e92f61f4e1c938678d,1-7754bc00cf0052b6b04b49ceab4045ed,2018-3-7,Vila Mariana,-23.5895,-46.6346,24723,56,50,61,14,9,10,8,37,NORMAL,13747
8305,871d2b5e777805e92f61f4e1c9388324,1-437dafe6896a61538399a9b886698d50,2018-4-7,Vila Mariana,-23.5895,-46.6346,22726,22,65,58,16,14,26,23,43,NORMAL,13777
8306,871d2b5e777805e92f61f4e1c9390a98,1-cf3777d7f796663c899a69bcb66d0b35,2018-5-26,Vila Mariana,-23.5895,-46.6346,22560,74,16,47,34,5,9,43,6,REABASTECER,13826
8307,871d2b5e777805e92f61f4e1c9392e71,1-ac897290eb65576f9d26e10c43bc5081,2018-12-4,Barra Funda,-23.5542,-46.6707,147582,26,32,6,23,26,42,31,20,REABASTECER,5374
8308,871d2b5e777805e92f61f4e1c93933ce,1-243113b19c115e46132ff8fb99a8dd6e,2018-6-7,Vila Mariana,-23.5895,-46.6346,21912,63,10,44,7,5,15,39,43,REABASTECER,13837
8309,871d2b5e777805e92f61f4e1c939573e,1-2e16875d9ed9deb3b20592d1f781efaf,2018-12-9,São Judas,-23.6255,-46.6411,15716,9,25,33,42,28,42,21,24,NORMAL,13299
8310,871d2b5e777805e92f61f4e1c939a987,1-2471de77d70bbddc7261037804f63719,2018-7-28,Vila Mariana,-23.5895,-46.6346,23271,5,32,18,32,43,17,8,10,REABASTECER,13888
8311,871d2b5e777805e92f61f4e1c939cf3f,1-c62f8b12e164981663ac2b0562a679ab,2018-8-25,Vila Mariana,-23.5895,-46.6346,23870,86,65,15,31,25,26,29,37,NORMAL,13915
8312,871d2b5e777805e92f61f4e1c939d1fe,1-c5a16ac9e5166413c7ced3d2e9914e1d,2019-2-7,São Judas,-23.6255,-46.6411,15622,67,59,33,21,8,29,34,43,NORMAL,13357
8313,871d2b5e777805e92f61f4e1c93a349c,1-26356f576c62b769c5683c294a65becc,2019-4-8,Barra Funda,-23.5542,-46.6707,150164,17,17,65,16,31,43,34,35,NORMAL,5498
8314,871d2b5e777805e92f61f4e1c93a554d,1-4e606d55cabf69e46958bdf95a40940e,2019-6-25,Barra Funda,-23.5542,-46.6707,149040,77,58,44,31,27,39,33,16,NORMAL,5575
8315,871d2b5e777805e92f61f4e1c93a7287,1-a277b5bc2498239bba0c1e4e4b383357,2019-6-9,São Judas,-23.6255,-46.6411,14696,64,42,65,3,43,20,20,35,NORMAL,13479
8316,871d2b5e777805e92f61f4e1c93a87b9,1-99349adba69ea21838a6a26289b35b67,2019-1-26,Vila Mariana,-23.5895,-46.6346,22523,68,62,51,23,24,22,17,43,NORMAL,14066
8317,871d2b5e777805e92f61f4e1c93a8984,1-c188f7f2445f4e9b78999c4afb80cd45,2019-8-6,Barra Funda,-23.5542,-46.6707,146793,33,18,22,6,22,20,41,30,REABASTECER,5616
8318,871d2b5e777805e92f61f4e1c93a8de5,1-583212fff09808a5870a63f0f7fe7db3,2019-8-20,Barra Funda,-23.5542,-46.6707,146982,73,58,59,40,5,22,26,25,NORMAL,5630
8319,871d2b5e777805e92f61f4e1c93a9fb3,1-a79cba196283aa24574cbc7e9fb5861f,2019-8-4,São Judas,-23.6255,-46.6411,13729,53,47,29,37,29,22,22,21,NORMAL,13534
8320,871d2b5e777805e92f61f4e1c93ad9e2,1-762ccfffe44124cd8aa95f34da621196,2019-8-28,São Judas,-23.6255,-46.6411,15776,76,33,50,20,11,20,8,18,NORMAL,13558
8321,871d2b5e777805e92f61f4e1c93af7cf,1-fe1e1c37a33a9a44a089f53309f25dff,2019-3-22,Vila Mariana,-23.5895,-46.6346,21069,48,1,61,37,2,8,5,39,NORMAL,14122
8322,871d2b5e777805e92f61f4e1c93b19d7,1-32fa3f721223264dd08f1862faf3e60e,2019-11-22,Barra Funda,-23.5542,-46.6707,150642,86,47,17,38,20,10,7,27,NORMAL,5722
8323,871d2b5e777805e92f61f4e1c93b57d5,1-c50cc3e89cbeab217b4b43667d6bbf33,2019-12-13,São Judas,-23.6255,-46.6411,13734,86,58,49,6,21,22,11,15,REABASTECER,13663
8324,871d2b5e777805e92f61f4e1c93b8a74,1-ef26db5d25492a3a208a2ac6870ecafb,2018-3-6,Tatuapé,-23.5402,-46.5765,69703,36,58,55,36,3,13,36,38,REABASTECER,5826
8325,871d2b5e777805e92f61f4e1c93b8f17,1-feb3925e8bac166a4972176e9f1e4389,2018-2-26,Vila Mariana,-23.5895,-46.6346,22870,76,57,16,9,6,4,2,28,NORMAL,13736
8326,871d2b5e777805e92f61f4e1c93bb598,1-7ea7eaac34be6d31c2bd36858942a2c7,2019-9-28,Vila Mariana,-23.5895,-46.6346,22202,51,32,11,27,22,22,17,9,NORMAL,14308
8327,871d2b5e777805e92f61f4e1c93c1571,1-234142d08432885986d03d5a41ae3c95,2018-6-26,Vila Mariana,-23.5895,-46.6346,22848,59,11,41,25,9,34,8,5,REABASTECER,13856
8328,871d2b5e777805e92f61f4e1c93c1b0f,1-ecc439e7bd6e643243588698633f9421,2018-1-20,Brooklin,-23.6263,-46.6878,27005,86,65,51,15,16,15,8,12,NORMAL,14420
8329,871d2b5e777805e92f61f4e1c93c55a2,1-d012d7db71df61d1accc68ad6f1d747c,2018-2-18,Brooklin,-23.6263,-46.6878,27268,62,31,51,12,38,30,43,23,NORMAL,14448
8330,871d2b5e777805e92f61f4e1c93c63c5,1-a7bbc4c55a9f7ee3564be0b602d166a2,2018-9-14,Vila Mariana,-23.5895,-46.6346,23171,68,13,33,43,36,9,40,9,NORMAL,13934
8331,871d2b5e777805e92f61f4e1c93ca742,1-cdd20ee50fd2410837a769d204d835d0,2018-11-12,Vila Mariana,-23.5895,-46.6346,23056,77,8,30,6,13,9,16,21,REABASTECER,13992
8332,871d2b5e777805e92f61f4e1c93cc8b0,1-45ec221948e6d78045bbcf1806204d6f,2018-6-27,Brooklin,-23.6263,-46.6878,29067,45,22,52,38,29,27,24,33,NORMAL,14577
8333,871d2b5e777805e92f61f4e1c93cd202,1-265fa80bd9a043fb6a763d1a907010b2,2018-12-11,Tatuapé,-23.5402,-46.5765,68821,56,27,14,33,27,23,25,19,NORMAL,6101
8334,871d2b5e777805e92f61f4e1c93d2aaa,1-c9f4de1ffee57535cd219a7cb606ba5c,2019-2-14,Tatuapé,-23.5402,-46.5765,68530,53,20,52,6,25,26,43,37,NORMAL,6164
8335,871d2b5e777805e92f61f4e1c93d2d73,1-f22fddddf4558027140c56fe16b3c334,2019-3-2,Vila Mariana,-23.5895,-46.6346,22849,61,43,65,10,40,20,38,30,NORMAL,14102
8336,871d2b5e777805e92f61f4e1c93d4d82,1-55c954a92517a1c84a97fb9bfe2aaed6,2019-4-9,Vila Mariana,-23.5895,-46.6346,22268,56,18,15,16,27,40,27,18,NORMAL,14139
8337,871d2b5e777805e92f61f4e1c93d80bf,1-36e6a68c3623266a2e57a8067d1e4253,2018-12-9,Brooklin,-23.6263,-46.6878,27272,28,60,13,21,36,12,19,7,NORMAL,14739
8338,871d2b5e777805e92f61f4e1c93d83eb,1-2b1f7a3255bcc1f297fa92f26fbed595,2019-5-21,Vila Mariana,-23.5895,-46.6346,24318,66,24,22,40,34,39,27,28,NORMAL,14181
8339,871d2b5e777805e92f61f4e1c93d890b,1-9b27ea8a182a7259c3b0c8d3054f8be6,2019-5-25,Tatuapé,-23.5402,-46.5765,70908,77,65,15,13,43,26,18,24,NORMAL,6265
8340,871d2b5e777805e92f61f4e1c93d9b98,1-4b0f07ee9af33e2002ad11ba9cd1c535,2019-1-20,Brooklin,-23.6263,-46.6878,29180,47,9,59,21,37,36,13,15,NORMAL,14780
8341,871d2b5e777805e92f61f4e1c93dd5f8,1-1cfd4fb117d69967327ad8e3d9deb9a6,2019-3-4,Brooklin,-23.6263,-46.6878,26195,33,9,18,16,27,22,43,16,REABASTECER,14824
8342,871d2b5e777805e92f61f4e1c93dedbd,1-b1566e90ef0d0d8dc49ec4d7ac725a60,2019-9-9,Vila Mariana,-23.5895,-46.6346,24851,52,10,5,37,21,37,24,41,NORMAL,14289
8343,871d2b5e777805e92f61f4e1c93e3f1a,1-4fc1b095ed070140f0a6e218a5e419ea,2019-12-15,Vila Mariana,-23.5895,-46.6346,22861,48,30,23,43,43,41,1,10,REABASTECER,14385
8344,871d2b5e777805e92f61f4e1c93e4c47,1-640a70528ec22182919c377bbd071414,2019-7-5,Brooklin,-23.6263,-46.6878,28095,54,6,14,11,37,27,21,22,NORMAL,14945
8345,871d2b5e777805e92f61f4e1c93e4d30,1-d4a0f88be2f5fa6e2c7daf31c9b5f737,2019-12-7,Tatuapé,-23.5402,-46.5765,70709,42,44,60,25,43,22,25,39,NORMAL,6457
8346,871d2b5e777805e92f61f4e1c93e733c,1-a1c47adf52c38f4f8ee398585f001f5d,2019-8-28,Brooklin,-23.6263,-46.6878,28723,52,9,56,29,43,43,27,18,NORMAL,14998
8347,871d2b5e777805e92f61f4e1c93ea9d2,1-1d38f45ffcf3e917c25cff6b4f2477aa,2019-10-9,Brooklin,-23.6263,-46.6878,28465,86,65,51,6,8,8,29,26,REABASTECER,15039
8348,871d2b5e777805e92f61f4e1c93ebdc2,1-d55590cde51184b241c3c30fd2bbd404,2019-11-9,Brooklin,-23.6263,-46.6878,28170,48,9,36,10,15,8,43,43,REABASTECER,15069
8349,871d2b5e777805e92f61f4e1c93ecae5,1-19ea78777ad8981c2fd447ddc2dc9630,2019-11-25,Brooklin,-23.6263,-46.6878,27242,68,27,57,21,32,11,26,23,NORMAL,15085
8350,871d2b5e777805e92f61f4e1c93ee934,1-1e58c9aa3e22f796e2d73ce4dcf87846,2018-4-20,República,-23.5436,-46.6434,107525,73,29,45,12,30,6,43,43,REABASTECER,6590
8351,871d2b5e777805e92f61f4e1c93f1cdb,1-4e809c09cf1dd8ac35dd2be9a27478be,2018-5-24,República,-23.5436,-46.6434,109084,74,24,13,21,25,43,10,23,NORMAL,6624
8352,871d2b5e777805e92f61f4e1c93f30f2,1-8ec58eac940b1676f9e34421c407cd2e,2018-6-30,República,-23.5436,-46.6434,108373,58,55,37,9,16,19,40,11,NORMAL,6660
8353,871d2b5e777805e92f61f4e1c93f3b59,1-4777f050a5ee47c35e5ca732a1e4167f,2018-3-9,Campo Belo,-23.6188,-46.6823,24848,7,11,2,13,39,16,14,43,NORMAL,15189
8354,871d2b5e777805e92f61f4e1c93f6a26,1-fe525ee488a5a152b4813a384c53e868,2018-9-4,República,-23.5436,-46.6434,110949,31,13,43,37,15,22,38,34,NORMAL,6724
8355,871d2b5e777805e92f61f4e1c93f6ace,1-a5cd5a06db111d996b91d2a8adbae1ca,2018-9-25,República,-23.5436,-46.6434,110285,86,33,46,17,29,38,43,9,NORMAL,6745
8356,871d2b5e777805e92f61f4e1c93f813d,1-6376b2e5e81e92ab9a147d301a4c5851,2018-11-7,Brooklin,-23.6263,-46.6878,27154,74,46,39,25,29,30,9,11,NORMAL,14707
8357,871d2b5e777805e92f61f4e1c93f9117,1-100b8a1db62e21b73ebc322238d01a45,2018-10-12,República,-23.5436,-46.6434,107976,2,48,53,1,41,33,21,31,REABASTECER,6762
8358,871d2b5e777805e92f61f4e1c93fb1d1,1-6e4b00976c9384c11803be416dfbeacf,2018-11-20,República,-23.5436,-46.6434,108923,74,28,30,15,20,39,43,8,NORMAL,6800
8359,871d2b5e777805e92f61f4e1c93ff3bd,1-08e695f095b0a2106c0fff6b578b900e,2018-10-5,Campo Belo,-23.6188,-46.6823,23495,66,23,14,18,11,20,7,34,NORMAL,15395
8360,871d2b5e777805e92f61f4e1c9403c86,1-e4093606f16c98712c0c81d95185d19b,2019-4-8,Brooklin,-23.6263,-46.6878,26340,48,27,56,18,23,24,34,43,NORMAL,14858
8361,871d2b5e777805e92f61f4e1c9403f7d,1-2de83db6e5f04f7a1e1f524d6c9f45e5,2019-4-10,Brooklin,-23.6263,-46.6878,27447,27,10,43,6,17,18,24,35,REABASTECER,14860
8362,871d2b5e777805e92f61f4e1c94051ba,1-d2e12a38b204c60e869447528f58d90e,2019-4-2,República,-23.5436,-46.6434,107660,86,7,46,31,29,28,31,39,NORMAL,6932
8363,871d2b5e777805e92f61f4e1c9406019,1-ca10de71c72b22d29e47a86084453a0e,2019-5-6,Brooklin,-23.6263,-46.6878,26670,35,31,19,15,43,22,43,23,NORMAL,14886
8364,871d2b5e777805e92f61f4e1c940abf5,1-d0c77c26e3d1c09898770bbd86300d9d,2019-6-27,Brooklin,-23.6263,-46.6878,26069,46,55,61,40,32,7,20,13,NORMAL,14937
8365,871d2b5e777805e92f61f4e1c940d5c8,1-78bdca7a521e884938bf4375ea34ca51,2019-3-3,Campo Belo,-23.6188,-46.6823,24965,48,63,60,43,29,9,14,43,NORMAL,15543
8366,871d2b5e777805e92f61f4e1c940f488,1-e83289980ce201dd43eaff894cab4a21,2019-6-28,República,-23.5436,-46.6434,110495,86,50,32,43,36,10,16,39,NORMAL,7018
8367,871d2b5e777805e92f61f4e1c9410b51,1-07b753ee9aadc943aeaa3acb77369b9e,2019-3-21,Campo Belo,-23.6188,-46.6823,23048,38,20,9,36,38,35,20,16,REABASTECER,15561
8368,871d2b5e777805e92f61f4e1c9413390,1-ace8d6a14f3b35aec7080e81c3beea21,2019-7-20,República,-23.5436,-46.6434,107260,41,39,0,24,28,18,10,37,NORMAL,7040
8369,871d2b5e777805e92f61f4e1c9414fec,1-6bf5917a8959981edc8115d25e484c98,2019-4-30,Campo Belo,-23.6188,-46.6823,26479,76,33,14,7,18,38,43,39,NORMAL,15600
8370,871d2b5e777805e92f61f4e1c9417022,1-e8096f35404d751fc178e394aa4b050c,2019-5-10,Campo Belo,-23.6188,-46.6823,23473,69,40,7,26,20,7,1,1,NORMAL,15610
8371,871d2b5e777805e92f61f4e1c9418442,1-5970e5d4080b1d3b1be14336830b7dcb,2019-9-2,República,-23.5436,-46.6434,108807,51,22,56,38,25,5,8,22,REABASTECER,7082
8372,871d2b5e777805e92f61f4e1c94199fe,1-21378be44cdbec16443505b2d5bbb27b,2019-6-12,Campo Belo,-23.6188,-46.6823,26274,18,60,40,5,29,36,4,14,REABASTECER,15642
8373,871d2b5e777805e92f61f4e1c941b27e,1-b91e22147239046a182dd86f520fba78,2019-6-20,Campo Belo,-23.6188,-46.6823,26512,35,8,50,24,41,11,23,24,REABASTECER,15650
8374,871d2b5e777805e92f61f4e1c94220b0,1-e1a52f14c5c330afb2ce484c540a2e5b,2018-3-6,Campo Belo,-23.6188,-46.6823,25314,41,26,29,16,6,21,26,11,NORMAL,15186
8375,871d2b5e777805e92f61f4e1c9422f6c,1-b847133ce46ecda8d12d0bc4fdb0b558,2018-3-13,Campo Belo,-23.6188,-46.6823,23993,55,46,45,5,24,7,43,26,REABASTECER,15193
8376,871d2b5e777805e92f61f4e1c942a3a2,1-ef62d68f0deb3211f07a3a98368069cb,2018-5-20,Higienópolis-Mackenzie,-23.5488,-46.6519,93224,78,42,22,16,41,4,19,26,REABASTECER,7340
8377,871d2b5e777805e92f61f4e1c942d459,1-0901a4e6240e085b56faca1af8e1b9ff,2018-3-21,Eucaliptos,-23.61,-46.6686,22828,9,24,55,39,15,16,16,25,REABASTECER,15921
8378,871d2b5e777805e92f61f4e1c942e818,1-774c7247ca2cf6170720a5256ce1ab8e,2018-4-4,Eucaliptos,-23.61,-46.6686,24803,46,30,32,8,15,26,4,9,REABASTECER,15934
8379,871d2b5e777805e92f61f4e1c94312c9,1-1861d75ea2a71eb1a214b6dd46a6835d,2018-9-10,Campo Belo,-23.6188,-46.6823,25242,48,16,44,39,14,12,16,7,NORMAL,15370
8380,871d2b5e777805e92f61f4e1c94324a0,1-5fa994b93f96c3b2b4046629e352233d,2018-5-5,Eucaliptos,-23.61,-46.6686,22704,16,38,23,34,17,15,14,13,NORMAL,15965
8381,871d2b5e777805e92f61f4e1c9432b0b,1-e14e63bda91cc105a0c03a06d817a9b3,2018-8-28,Higienópolis-Mackenzie,-23.5488,-46.6519,90000,52,34,11,20,32,25,36,23,NORMAL,7438
8382,871d2b5e777805e92f61f4e1c9435d4a,1-9053d356280698216222dc914ec88712,2018-10-30,Higienópolis-Mackenzie,-23.5488,-46.6519,91817,31,44,33,3,39,30,37,43,REABASTECER,7500
8383,871d2b5e777805e92f61f4e1c9438299,1-1f444dafee4bd7146b6e7646f8826719,2018-8-14,Eucaliptos,-23.61,-46.6686,25535,27,30,52,23,32,30,5,10,REABASTECER,16064
8384,871d2b5e777805e92f61f4e1c943b352,1-38b322780c9d3daa142b0d25294318d8,2019-2-19,Higienópolis-Mackenzie,-23.5488,-46.6519,91795,23,3,5,25,43,29,22,8,NORMAL,7609
8385,871d2b5e777805e92f61f4e1c943e213,1-b0ac9bf81d464bf9d6a764a2190c6f2d,2019-3-11,Higienópolis-Mackenzie,-23.5488,-46.6519,91797,73,38,60,40,39,5,25,6,NORMAL,7631
8386,871d2b5e777805e92f61f4e1c943f867,1-05fb3ef1ece83443d551aaa159b199b8,2019-3-19,Higienópolis-Mackenzie,-23.5488,-46.6519,93066,86,57,10,12,6,22,38,7,REABASTECER,7639
8387,871d2b5e777805e92f61f4e1c943fc1c,1-112a8ed92f36c74d79b216330f76c134,2019-4-22,Campo Belo,-23.6188,-46.6823,25345,78,11,65,30,1,22,29,30,REABASTECER,15592
8388,871d2b5e777805e92f61f4e1c9443484,1-ee1f20126f99383dfee2ed4db6bbdea3,2019-4-22,Higienópolis-Mackenzie,-23.5488,-46.6519,90669,86,26,48,14,9,16,31,38,NORMAL,7672
8389,871d2b5e777805e92f61f4e1c94480f8,1-6e6eb1fcce4ce6e63984f3b64ca0088b,2019-5-27,Higienópolis-Mackenzie,-23.5488,-46.6519,90937,86,25,6,33,30,30,35,22,REABASTECER,7707
8390,871d2b5e777805e92f61f4e1c944a820,1-87e0d1062c8e398abdba229bd67ec266,2019-3-30,Eucaliptos,-23.61,-46.6686,21625,28,18,10,30,4,4,33,17,NORMAL,16290
8391,871d2b5e777805e92f61f4e1c944d07f,1-f4fe8e6ec9bba0ddf32cac53495f8336,2019-4-29,Eucaliptos,-23.61,-46.6686,23436,6,13,59,25,15,12,39,26,REABASTECER,16319
8392,871d2b5e777805e92f61f4e1c944fb82,1-d1267bdadaf154e2b79584424766928b,2019-9-26,Campo Belo,-23.6188,-46.6823,25708,67,3,59,33,5,31,19,37,NORMAL,15746
8393,871d2b5e777805e92f61f4e1c94514f3,1-08a0fce1b9e88057eaa4c75e38933310,2019-9-14,Higienópolis-Mackenzie,-23.5488,-46.6519,93437,57,56,4,7,26,43,9,43,REABASTECER,7814
8394,871d2b5e777805e92f61f4e1c9455757,1-07c8e96dc1dbaee7555231d191689d66,2019-7-17,Eucaliptos,-23.61,-46.6686,23927,34,33,43,18,6,43,17,20,REABASTECER,16397
8395,871d2b5e777805e92f61f4e1c94569de,1-1939d512caa425b34bd5c56e94bba427,2019-11-4,Higienópolis-Mackenzie,-23.5488,-46.6519,90231,26,10,47,38,6,38,31,10,NORMAL,7864
8396,871d2b5e777805e92f61f4e1c9457b34,1-019e8a8d20f815db13bc98fa50803fc2,2019-11-7,Higienópolis-Mackenzie,-23.5488,-46.6519,89810,86,59,30,28,33,26,18,43,NORMAL,7867
8397,871d2b5e777805e92f61f4e1c945aae2,1-c93b543ff6c1e7d30735369d4ae447b2,2019-9-3,Eucaliptos,-23.61,-46.6686,24885,27,16,51,40,10,39,4,15,REABASTECER,16443
8398,871d2b5e777805e92f61f4e1c945d12a,1-e11099365306f834d0625a8290812ee7,2019-9-25,Eucaliptos,-23.61,-46.6686,21699,67,19,40,43,7,22,5,37,NORMAL,16465
8399,871d2b5e777805e92f61f4e1c945e420,1-7f88ee939eda886e21bd41ead1b43795,2018-3-7,Eucaliptos,-23.61,-46.6686,25469,50,45,21,37,31,3,27,34,NORMAL,15907
8400,871d2b5e777805e92f61f4e1c945f821,1-0fa3e235922f74603495e289dc6d7781,2018-2-16,Faria Lima,-23.5675,-46.6929,54780,12,9,11,2,19,29,30,43,NORMAL,7966
