,row,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
11208,16671,2018-4-21,Moema,-235.489,-466.388,20613,53,7,58,12,26,40,25,25,REABASTECER
11209,15778,2019-10-28,Campo Belo,-236.188,-466.823,23863,27,17,18,8,10,30,17,34,NORMAL
11210,15803,2019-11-23,Campo Belo,-236.188,-466.823,24977,55,65,56,16,33,12,9,23,NORMAL
11211,15822,2019-12-12,Campo Belo,-236.188,-466.823,26065,37,7,41,38,37,40,17,33,REABASTECER
11212,15859,2018-1-19,Eucaliptos,-23.61,-466.686,25023,86,27,9,10,17,18,5,9,REABASTECER
11213,15957,2018-4-27,Eucaliptos,-23.61,-466.686,23922,86,28,13,24,6,39,3,1,REABASTECER
11214,16865,2018-11-5,Moema,-235.489,-466.388,19161,17,38,7,1,14,30,11,33,NORMAL
11215,16015,2018-6-25,Eucaliptos,-23.61,-466.686,21742,23,38,3,43,19,15,26,16,NORMAL
11216,7717,2019-6-7,Higienópolis-Mackenzie,-235.488,-466.519,90608,86,20,57,8,23,31,34,20,NORMAL
11217,16106,2018-9-26,Eucaliptos,-23.61,-466.686,22621,43,21,9,35,25,25,9,11,REABASTECER
11218,16211,2019-1-11,Eucaliptos,-23.61,-466.686,23114,29,2,22,17,24,43,37,3,REABASTECER
11219,117,2018-4-27,Paraíso,-2.357.677,-4.663.933,72578,66,23,37,31,29,18,7,6,NORMAL
11220,16239,2019-2-9,Eucaliptos,-23.61,-466.686,22593,23,21,22,12,33,23,12,24,NORMAL
11221,217,2018-8-7,Paraíso,-2.357.677,-4.663.933,70083,43,58,0,29,24,40,43,26,REABASTECER
11222,253,2018-9-13,Paraíso,-2.357.677,-4.663.933,72814,24,35,26,32,43,20,30,19,NORMAL
11223,298,2018-10-28,Paraíso,-2.357.677,-4.663.933,71932,86,43,49,15,28,32,17,43,NORMAL
11224,16432,2019-8-22,Eucaliptos,-23.61,-466.686,22998,46,24,59,41,7,27,9,16,NORMAL
11225,369,2019-1-9,Paraíso,-2.357.677,-4.663.933,73367,86,61,12,37,14,15,41,15,NORMAL
11226,451,2019-4-1,Paraíso,-2.357.677,-4.663.933,73096,86,52,49,4,16,43,23,39,REABASTECER
11227,16604,2018-2-14,Moema,-235.489,-466.388,20889,17,7,16,6,39,20,41,43,NORMAL
11228,519,2019-6-9,Paraíso,-2.357.677,-4.663.933,71500,33,65,43,10,35,6,25,10,REABASTECER
11229,16664,2018-4-14,Moema,-235.489,-466.388,20511,29,46,44,43,15,18,11,5,NORMAL
11230,8321,2019-2-11,Faria Lima,-235.675,-466.929,53714,36,37,9,43,35,10,16,34,NORMAL
11231,656,2019-10-26,Paraíso,-2.357.677,-4.663.933,71096,86,37,52,34,24,43,26,28,NORMAL
11232,8379,2019-4-9,Faria Lima,-235.675,-466.929,53500,86,14,61,9,18,3,2,28,NORMAL
11233,8412,2019-5-12,Faria Lima,-235.675,-466.929,52771,50,65,17,37,18,23,4,23,REABASTECER
11234,728,2018-1-8,Brigadeiro,-235.683,-466.482,47794,15,20,10,16,16,15,15,15,NORMAL
11235,729,2018-1-9,Brigadeiro,-235.683,-466.482,47864,4,17,0,11,14,9,10,13,REABASTECER
11236,16863,2018-11-3,Moema,-235.489,-466.388,18411,39,48,21,10,20,33,19,37,NORMAL
11237,8468,2019-7-8,Faria Lima,-235.675,-466.929,54969,17,32,50,13,5,22,9,17,NORMAL
11238,778,2018-2-28,Brigadeiro,-235.683,-466.482,47789,39,54,65,9,38,30,23,38,NORMAL
11239,782,2018-3-2,Brigadeiro,-235.683,-466.482,48302,86,42,33,34,24,11,9,23,NORMAL
11240,16916,2019-9-20,Hospital São Paulo,-235.984,-466.455,26957,71,6,60,4,28,43,11,43,NORMAL
11241,8601,2019-11-21,Faria Lima,-235.675,-466.929,51041,57,7,36,7,21,13,41,26,NORMAL
11242,8662,2018-1-22,Pinheiros,-235.664,-46.703,79874,42,65,51,20,10,33,34,15,NORMAL
11243,8694,2018-2-24,Pinheiros,-235.664,-46.703,76578,68,63,35,9,5,14,34,19,REABASTECER
11244,89,2018-3-29,Paraíso,-2.357.677,-4.663.933,70443,86,63,41,22,15,11,28,43,NORMAL
11245,8771,2018-5-11,Pinheiros,-235.664,-46.703,76646,6,0,21,43,32,15,21,22,NORMAL
11246,8886,2018-9-6,Pinheiros,-235.664,-46.703,78167,12,65,54,10,2,12,12,23,NORMAL
11247,290,2018-10-20,Paraíso,-2.357.677,-4.663.933,72155,75,26,36,6,22,5,8,37,NORMAL
11248,323,2018-11-23,Paraíso,-2.357.677,-4.663.933,73887,6,8,65,11,20,31,4,21,NORMAL
11249,8973,2018-12-3,Pinheiros,-235.664,-46.703,79598,16,45,26,30,18,39,32,19,NORMAL
11250,8976,2018-12-6,Pinheiros,-235.664,-46.703,76998,79,35,10,15,5,31,23,1,NORMAL
11251,368,2019-1-8,Paraíso,-2.357.677,-4.663.933,70753,3,65,19,41,16,15,43,17,REABASTECER
11252,1295,2019-8-5,Brigadeiro,-235.683,-466.482,46348,35,49,26,12,39,31,5,32,NORMAL
11253,1334,2019-9-14,Brigadeiro,-235.683,-466.482,46545,86,18,30,12,43,40,34,3,NORMAL
11254,432,2019-3-12,Paraíso,-2.357.677,-4.663.933,70171,2,12,52,30,35,43,7,27,NORMAL
11255,1340,2019-9-20,Brigadeiro,-235.683,-466.482,47004,30,48,61,38,22,21,10,29,NORMAL
11256,471,2019-4-21,Paraíso,-2.357.677,-4.663.933,71823,63,56,43,13,17,20,24,43,NORMAL
11257,484,2019-5-4,Paraíso,-2.357.677,-4.663.933,73513,32,39,20,15,37,25,17,21,NORMAL
11258,1425,2019-12-15,Brigadeiro,-235.683,-466.482,46642,67,14,41,7,13,34,16,20,NORMAL
11259,1533,2018-4-3,Trianon-Masp,-235.634,-466.544,42048,59,65,15,30,37,30,13,4,REABASTECER
11260,1603,2018-6-13,Trianon-Masp,-235.634,-466.544,45373,39,47,50,25,37,37,17,26,NORMAL
11261,1625,2018-7-5,Trianon-Masp,-235.634,-466.544,45856,15,30,25,34,37,25,10,22,NORMAL
11262,1647,2018-7-27,Trianon-Masp,-235.634,-466.544,42015,65,5,56,3,39,35,20,16,REABASTECER
11263,1660,2018-8-10,Trianon-Masp,-235.634,-466.544,43730,31,43,28,37,34,43,5,11,REABASTECER
11264,771,2018-2-21,Brigadeiro,-235.683,-466.482,46349,26,30,45,26,27,15,9,26,NORMAL
11265,1704,2018-9-24,Trianon-Masp,-235.634,-466.544,45096,31,47,51,23,33,37,3,36,REABASTECER
11266,1790,2018-12-20,Trianon-Masp,-235.634,-466.544,42487,40,6,60,37,12,28,24,15,REABASTECER
11267,1793,2018-12-23,Trianon-Masp,-235.634,-466.544,42494,8,49,40,25,40,23,14,43,REABASTECER
11268,1829,2019-1-29,Trianon-Masp,-235.634,-466.544,45012,7,30,51,7,20,10,43,43,NORMAL
11269,9534,2018-6-24,Butantã,-235.844,-467.252,66021,47,44,11,30,4,35,28,28,NORMAL
11270,1841,2019-2-11,Trianon-Masp,-235.634,-466.544,41934,55,24,40,11,24,43,39,43,NORMAL
11271,952,2018-8-22,Brigadeiro,-235.683,-466.482,48310,86,35,65,39,14,33,9,11,NORMAL
11272,9570,2018-7-30,Butantã,-235.844,-467.252,64899,52,20,47,37,25,16,26,13,NORMAL
11273,9593,2018-8-23,Butantã,-235.844,-467.252,65029,23,34,23,11,20,21,30,12,NORMAL
11274,1965,2019-6-15,Trianon-Masp,-235.634,-466.544,43656,67,56,20,24,43,43,32,38,NORMAL
11275,9697,2018-12-7,Butantã,-235.844,-467.252,67329,44,55,34,42,38,4,30,8,REABASTECER
11276,2032,2019-8-22,Trianon-Masp,-235.634,-466.544,43949,16,36,17,43,19,31,13,19,NORMAL
11277,9722,2019-1-2,Butantã,-235.844,-467.252,65753,62,57,51,7,18,43,20,24,NORMAL
11278,2070,2019-9-30,Trianon-Masp,-235.634,-466.544,42380,74,13,14,40,29,13,29,25,NORMAL
11279,9818,2019-4-8,Butantã,-235.844,-467.252,67661,6,9,45,15,7,33,3,20,REABASTECER
11280,2184,2018-1-24,Consolação,-235.581,-466.606,112785,35,45,32,17,36,27,21,39,NORMAL
11281,1276,2019-7-16,Brigadeiro,-235.683,-466.482,49039,51,29,28,23,34,43,37,21,NORMAL
11282,9880,2019-6-10,Butantã,-235.844,-467.252,64717,18,65,65,40,22,34,5,23,REABASTECER
11283,9899,2019-6-29,Butantã,-235.844,-467.252,66250,8,14,2,41,28,28,16,36,REABASTECER
11284,2256,2018-4-6,Consolação,-235.581,-466.606,114440,86,55,2,7,4,11,24,30,REABASTECER
11285,1396,2019-11-16,Brigadeiro,-235.683,-466.482,49603,86,44,42,5,36,17,6,6,NORMAL
11286,10010,2019-10-20,Butantã,-235.844,-467.252,67476,46,30,10,19,28,37,43,23,NORMAL
11287,1416,2019-12-6,Brigadeiro,-235.683,-466.482,47947,70,65,28,26,7,18,7,7,NORMAL
11288,10027,2019-11-7,Butantã,-235.844,-467.252,67272,55,2,30,28,43,21,9,37,REABASTECER
11289,2362,2018-7-22,Consolação,-235.581,-466.606,112958,76,37,28,16,17,27,43,43,NORMAL
11290,2382,2018-8-12,Consolação,-235.581,-466.606,112823,62,47,31,43,35,19,43,10,NORMAL
11291,1471,2018-2-1,Trianon-Masp,-235.634,-466.544,42812,58,4,56,31,14,43,39,6,REABASTECER
11292,1491,2018-2-21,Trianon-Masp,-235.634,-466.544,45475,35,12,42,22,23,12,7,13,NORMAL
11293,2425,2018-9-25,Consolação,-235.581,-466.606,114275,86,51,46,38,38,18,2,36,REABASTECER
11294,1511,2018-3-11,Trianon-Masp,-235.634,-466.544,42417,16,13,33,43,25,32,13,17,NORMAL
11295,2453,2018-10-23,Consolação,-235.581,-466.606,114249,56,20,61,40,14,21,29,20,NORMAL
11296,1533,2018-4-3,Trianon-Masp,-235.634,-466.544,42048,59,65,15,30,37,30,13,4,REABASTECER
11297,1566,2018-5-6,Trianon-Masp,-235.634,-466.544,43614,64,7,41,15,26,29,17,38,REABASTECER
11298,2496,2018-12-6,Consolação,-235.581,-466.606,113875,78,38,57,32,7,20,28,25,NORMAL
11299,1590,2018-5-30,Trianon-Masp,-235.634,-466.544,42779,86,48,14,18,43,37,18,26,NORMAL
11300,2557,2019-2-7,Consolação,-235.581,-466.606,112812,17,38,23,6,7,17,27,28,REABASTECER
11301,10254,2018-6-24,Fradique Coutinho,-235.661,-466.841,35923,34,61,38,43,26,28,8,28,NORMAL
11302,2604,2019-3-24,Consolação,-235.581,-466.606,115534,74,65,35,38,16,43,43,22,NORMAL
11303,2624,2019-4-14,Consolação,-235.581,-466.606,111996,56,7,18,13,21,22,4,27,REABASTECER
11304,2682,2019-6-12,Consolação,-235.581,-466.606,115025,86,49,52,20,34,6,21,6,NORMAL
11305,1825,2019-1-25,Trianon-Masp,-235.634,-466.544,45272,46,56,12,14,32,21,13,16,NORMAL
11306,10432,2018-12-22,Fradique Coutinho,-235.661,-466.841,33886,25,41,44,26,43,18,18,5,REABASTECER
11307,1844,2019-2-14,Trianon-Masp,-235.634,-466.544,43055,21,11,15,40,16,33,27,31,NORMAL
11308,2770,2019-9-10,Consolação,-235.581,-466.606,112155,79,57,50,29,9,21,28,37,NORMAL
11309,10479,2019-2-9,Fradique Coutinho,-235.661,-466.841,34180,66,52,55,4,34,39,6,24,NORMAL
11310,1929,2019-5-9,Trianon-Masp,-235.634,-466.544,43116,63,46,22,15,6,16,40,6,REABASTECER
11311,2920,2018-2-10,Tamanduateí,-235.929,-465.897,50052,70,30,8,22,17,35,41,16,REABASTECER
11312,2932,2018-2-22,Tamanduateí,-235.929,-465.897,52197,41,23,41,29,12,8,33,10,NORMAL
11313,2087,2019-10-17,Trianon-Masp,-235.634,-466.544,42078,75,31,34,31,12,43,43,39,NORMAL
11314,10708,2019-9-28,Fradique Coutinho,-235.661,-466.841,36518,65,65,30,16,25,40,32,26,NORMAL
11315,3087,2018-7-27,Tamanduateí,-235.929,-465.897,52161,86,31,29,43,20,7,25,31,NORMAL
11316,3094,2018-8-4,Tamanduateí,-235.929,-465.897,51145,14,59,39,25,32,34,39,6,REABASTECER
11317,2234,2018-3-14,Consolação,-235.581,-466.606,114839,64,5,21,39,15,33,25,35,REABASTECER
11318,2290,2018-5-10,Consolação,-235.581,-466.606,112968,18,29,30,35,35,31,23,21,NORMAL
11319,2306,2018-5-26,Consolação,-235.581,-466.606,113034,20,9,42,31,20,36,5,35,REABASTECER
11320,10952,2018-6-2,Luz,-235.365,-466.332,124223,49,4,65,11,25,7,43,31,NORMAL
11321,2388,2018-8-18,Consolação,-235.581,-466.606,114162,9,65,50,27,11,37,19,21,REABASTECER
11322,2395,2018-8-25,Consolação,-235.581,-466.606,113489,22,17,6,10,25,15,43,37,NORMAL
11323,2414,2018-9-14,Consolação,-235.581,-466.606,114413,12,42,65,36,33,43,16,43,NORMAL
11324,3444,2019-7-24,Tamanduateí,-235.929,-465.897,49487,6,16,26,25,11,19,31,22,REABASTECER
11325,3467,2019-8-17,Tamanduateí,-235.929,-465.897,52945,56,14,65,25,40,14,33,14,NORMAL
11326,2555,2019-2-5,Consolação,-235.581,-466.606,112470,32,54,36,14,16,28,39,38,NORMAL
11327,3492,2019-9-12,Tamanduateí,-235.929,-465.897,50066,74,30,27,43,18,22,29,37,NORMAL
11328,11197,2019-2-7,Luz,-235.365,-466.332,127626,61,0,8,27,2,2,36,38,NORMAL
11329,2608,2019-3-28,Consolação,-235.581,-466.606,113154,33,39,8,22,41,34,32,5,NORMAL
11330,3578,2019-12-8,Tamanduateí,-235.929,-465.897,51683,86,65,6,28,6,15,38,27,REABASTECER
11331,3608,2018-1-8,Sé,-23.55,-466.333,191340,13,33,14,15,20,20,19,14,NORMAL
11332,2685,2019-6-15,Consolação,-235.581,-466.606,113434,49,32,27,10,26,37,10,35,NORMAL
11333,3679,2018-3-19,Sé,-23.55,-466.333,194569,86,54,65,10,43,31,38,34,NORMAL
11334,3714,2018-4-24,Sé,-23.55,-466.333,191428,22,53,12,38,35,43,27,18,NORMAL
11335,3752,2018-6-2,Sé,-23.55,-466.333,194090,86,19,17,12,13,4,19,5,REABASTECER
11336,11439,2019-10-9,Luz,-235.365,-466.332,124902,40,40,8,40,14,11,28,12,REABASTECER
11337,11449,2019-10-19,Luz,-235.365,-466.332,125032,24,52,65,10,15,15,32,10,NORMAL
11338,2885,2018-1-5,Tamanduateí,-235.929,-465.897,49574,41,46,37,32,27,26,26,28,NORMAL
11339,3827,2018-8-17,Sé,-23.55,-466.333,193419,56,36,65,33,17,30,32,2,REABASTECER
11340,11610,2018-3-30,Ana Rosa,-235.813,-466.383,64380,86,26,44,38,6,7,23,37,NORMAL
11341,11622,2018-4-12,Ana Rosa,-235.813,-466.383,66286,58,17,39,43,35,16,18,29,NORMAL
11342,11701,2018-7-1,Ana Rosa,-235.813,-466.383,63759,58,14,10,20,13,29,1,21,NORMAL
11343,4046,2019-3-26,Sé,-23.55,-466.333,192146,48,14,41,22,13,24,43,7,NORMAL
11344,3179,2018-10-29,Tamanduateí,-235.929,-465.897,50449,30,28,23,14,25,15,30,22,NORMAL
11345,4120,2019-6-10,Sé,-23.55,-466.333,194282,86,25,24,17,43,25,40,41,NORMAL
11346,4146,2019-7-6,Sé,-23.55,-466.333,193864,86,62,32,18,28,13,25,21,NORMAL
11347,4164,2019-7-24,Sé,-23.55,-466.333,193062,86,31,33,2,43,6,29,38,REABASTECER
11348,4234,2019-10-4,Sé,-23.55,-466.333,194212,73,29,14,9,27,37,38,43,NORMAL
11349,11898,2019-1-18,Ana Rosa,-235.813,-466.383,67180,68,35,11,41,5,38,7,2,NORMAL
11350,4353,2018-2-3,Brás,-235.451,-466.162,72167,23,13,32,30,8,28,43,33,NORMAL
11351,3424,2019-7-4,Tamanduateí,-235.929,-465.897,52759,38,14,44,6,37,29,38,18,REABASTECER
11352,4421,2018-4-11,Brás,-235.451,-466.162,73324,30,16,26,16,38,31,20,26,NORMAL
11353,12121,2019-9-1,Ana Rosa,-235.813,-466.383,63951,15,19,37,34,29,13,14,37,NORMAL
11354,4523,2018-7-23,Brás,-235.451,-466.162,71967,9,16,4,10,32,30,34,20,NORMAL
11355,3618,2018-1-18,Sé,-23.55,-466.333,191411,86,32,12,27,18,31,23,21,NORMAL
11356,4561,2018-9-1,Brás,-235.451,-466.162,73585,65,58,24,28,6,39,13,31,NORMAL
11357,4570,2018-9-10,Brás,-235.451,-466.162,72691,61,17,29,43,3,13,25,35,REABASTECER
11358,4652,2018-12-2,Brás,-235.451,-466.162,73715,21,52,7,25,41,9,27,39,NORMAL
11359,3777,2018-6-27,Sé,-23.55,-466.333,194772,22,14,65,16,41,7,3,31,REABASTECER
11360,4740,2019-2-30,Brás,-235.451,-466.162,74014,17,20,47,6,34,9,9,33,NORMAL
11361,3802,2018-7-22,Sé,-23.55,-466.333,194106,30,61,45,25,31,22,43,26,NORMAL
11362,4752,2019-3-12,Brás,-235.451,-466.162,74032,77,18,39,15,25,19,43,31,NORMAL
11363,3840,2018-8-30,Sé,-23.55,-466.333,193470,86,31,31,37,2,35,26,2,REABASTECER
11364,4808,2019-5-8,Brás,-235.451,-466.162,73578,30,28,46,27,43,13,22,40,NORMAL
11365,4822,2019-5-22,Brás,-235.451,-466.162,71454,65,7,12,28,30,17,7,22,REABASTECER
11366,3886,2018-10-16,Sé,-23.55,-466.333,195241,78,16,34,10,7,7,19,5,NORMAL
11367,4842,2019-6-12,Brás,-235.451,-466.162,74111,42,65,65,42,40,43,24,30,NORMAL
11368,3914,2018-11-14,Sé,-23.55,-466.333,192183,66,14,31,11,29,22,40,27,NORMAL
11369,12499,2018-9-19,São Joaquim,-235.618,-466.389,33994,41,15,15,22,3,20,28,24,REABASTECER
11370,3948,2018-12-18,Sé,-23.55,-466.333,191718,19,65,54,2,34,6,40,30,NORMAL
11371,12535,2018-10-25,São Joaquim,-235.618,-466.389,36483,11,3,25,12,25,18,43,14,REABASTECER
11372,4904,2019-8-14,Brás,-235.451,-466.162,73527,32,61,39,29,37,15,24,7,NORMAL
11373,3972,2019-1-12,Sé,-23.55,-466.333,195054,59,46,25,7,26,40,30,15,NORMAL
11374,4919,2019-8-29,Brás,-235.451,-466.162,73246,69,36,52,24,10,5,13,31,REABASTECER
11375,3984,2019-1-24,Sé,-23.55,-466.333,192119,32,46,7,19,19,7,33,3,REABASTECER
11376,4931,2019-9-11,Brás,-235.451,-466.162,71446,31,27,32,17,8,18,12,29,NORMAL
11377,4019,2019-2-29,Sé,-23.55,-466.333,193752,46,43,36,28,5,30,22,37,REABASTECER
11378,4038,2019-3-18,Sé,-23.55,-466.333,191656,41,65,30,7,3,10,33,43,REABASTECER
11379,4087,2019-5-7,Sé,-23.55,-466.333,193184,77,22,6,28,22,43,43,5,NORMAL
11380,12695,2019-4-5,São Joaquim,-235.618,-466.389,33997,75,49,20,43,43,10,6,29,REABASTECER
11381,4190,2019-8-20,Sé,-23.55,-466.333,191906,9,65,52,39,18,43,43,14,NORMAL
11382,4231,2019-10-1,Sé,-23.55,-466.333,192219,14,48,36,16,37,43,6,17,REABASTECER
11383,12823,2019-8-13,São Joaquim,-235.618,-466.389,32836,44,57,25,43,11,2,41,12,NORMAL
11384,12856,2019-9-16,São Joaquim,-235.618,-466.389,36382,86,52,57,17,37,37,29,3,NORMAL
11385,12890,2019-10-20,São Joaquim,-235.618,-466.389,33890,19,41,60,27,28,28,16,24,NORMAL
11386,5315,2018-10-5,Barra Funda,-235.542,-466.707,150731,67,44,12,25,43,24,21,43,NORMAL
11387,4394,2018-3-14,Brás,-235.451,-466.162,70958,40,45,22,26,11,25,3,41,REABASTECER
11388,4422,2018-4-12,Brás,-235.451,-466.162,72923,23,6,19,16,34,26,15,22,REABASTECER
11389,5436,2019-2-6,Barra Funda,-235.542,-466.707,147369,38,4,32,10,22,24,34,38,REABASTECER
11390,13114,2018-6-4,São Judas,-236.255,-466.411,13691,86,61,65,43,32,15,11,43,NORMAL
11391,4547,2018-8-17,Brás,-235.451,-466.162,74159,32,65,44,23,15,39,31,43,NORMAL
11392,13140,2018-6-30,São Judas,-236.255,-466.411,16317,12,32,25,31,9,16,8,26,REABASTECER
11393,4585,2018-9-25,Brás,-235.451,-466.162,72736,86,65,58,38,24,43,6,22,REABASTECER
11394,13184,2018-8-14,São Judas,-236.255,-466.411,16478,75,21,39,34,10,15,7,26,NORMAL
11395,5554,2019-6-4,Barra Funda,-235.542,-466.707,148777,3,63,61,18,37,22,36,16,REABASTECER
11396,13206,2018-9-6,São Judas,-236.255,-466.411,14342,28,29,18,10,15,20,5,17,NORMAL
11397,13228,2018-9-28,São Judas,-236.255,-466.411,16013,86,11,65,21,17,36,6,15,NORMAL
11398,5625,2019-8-15,Barra Funda,-235.542,-466.707,147859,32,21,28,12,31,34,43,41,NORMAL
11399,13276,2018-11-16,São Judas,-236.255,-466.411,14276,58,49,60,39,37,18,33,37,NORMAL
11400,13278,2018-11-18,São Judas,-236.255,-466.411,17295,38,35,49,31,26,14,25,29,NORMAL
11401,13300,2018-12-10,São Judas,-236.255,-466.411,15180,86,19,27,36,25,39,15,21,NORMAL
11402,4784,2019-4-14,Brás,-235.451,-466.162,71923,0,23,65,11,13,6,5,2,REABASTECER
11403,4803,2019-5-3,Brás,-235.451,-466.162,71786,75,56,12,42,19,33,4,19,NORMAL
11404,4863,2019-7-3,Brás,-235.451,-466.162,72965,7,63,59,13,34,22,27,32,REABASTECER
11405,4915,2019-8-25,Brás,-235.451,-466.162,72958,19,65,10,43,32,18,31,7,NORMAL
11406,4940,2019-9-20,Brás,-235.451,-466.162,72348,16,34,35,27,17,32,21,40,NORMAL
11407,5900,2018-5-20,Tatuapé,-235.402,-465.765,69536,40,41,65,27,26,15,29,23,NORMAL
11408,5918,2018-6-8,Tatuapé,-235.402,-465.765,70622,34,63,65,7,4,38,43,27,REABASTECER
11409,4983,2019-11-3,Brás,-235.451,-466.162,71397,13,32,3,6,22,32,14,36,REABASTECER
11410,13575,2019-9-15,São Judas,-236.255,-466.411,16006,67,56,55,9,31,5,28,33,REABASTECER
11411,5043,2018-1-3,Barra Funda,-235.542,-466.707,148984,65,52,51,39,38,36,31,38,NORMAL
11412,6025,2018-9-25,Tatuapé,-235.402,-465.765,68493,27,8,31,9,30,38,26,43,REABASTECER
11413,5091,2018-2-21,Barra Funda,-235.542,-466.707,147449,15,22,57,26,43,40,43,13,NORMAL
11414,5109,2018-3-9,Barra Funda,-235.542,-466.707,147486,4,65,56,22,18,23,17,25,NORMAL
11415,13698,2018-1-18,Vila Mariana,-235.895,-466.346,21485,5,23,6,43,21,33,24,9,REABASTECER
11416,13704,2018-1-24,Vila Mariana,-235.895,-466.346,21349,36,54,39,20,43,18,41,29,NORMAL
11417,13773,2018-4-3,Vila Mariana,-235.895,-466.346,23688,69,29,20,21,35,40,38,18,NORMAL
11418,13795,2018-4-25,Vila Mariana,-235.895,-466.346,22986,18,18,52,38,43,25,39,12,NORMAL
11419,6280,2019-6-10,Tatuapé,-235.402,-465.765,68064,15,45,37,10,18,19,43,3,REABASTECER
11420,13915,2018-8-25,Vila Mariana,-235.895,-466.346,23870,86,65,15,31,25,26,29,37,NORMAL
11421,5359,2018-11-19,Barra Funda,-235.542,-466.707,149300,86,48,59,30,1,5,6,39,NORMAL
11422,5382,2018-12-12,Barra Funda,-235.542,-466.707,149666,34,65,20,43,37,21,38,36,NORMAL
11423,5388,2018-12-18,Barra Funda,-235.542,-466.707,147312,56,32,49,30,15,42,12,16,NORMAL
11424,13979,2018-10-29,Vila Mariana,-235.895,-466.346,24970,26,11,65,36,20,5,24,36,NORMAL
11425,14031,2018-12-21,Vila Mariana,-235.895,-466.346,22123,51,24,24,32,36,14,19,11,NORMAL
11426,14064,2019-1-24,Vila Mariana,-235.895,-466.346,21367,86,4,65,29,35,33,25,9,NORMAL
11427,5537,2019-5-17,Barra Funda,-235.542,-466.707,149250,78,32,52,30,16,32,20,12,NORMAL
11428,5581,2019-7-1,Barra Funda,-235.542,-466.707,148064,22,21,65,7,43,21,10,35,NORMAL
11429,14135,2019-4-5,Vila Mariana,-235.895,-466.346,23577,12,43,39,30,43,9,43,30,REABASTECER
11430,5617,2019-8-7,Barra Funda,-235.542,-466.707,148242,25,8,18,43,18,20,37,26,REABASTECER
11431,6572,2018-4-2,República,-235.436,-466.434,108343,66,10,40,16,17,16,18,20,NORMAL
11432,5676,2019-10-6,Barra Funda,-235.542,-466.707,147209,58,55,26,10,33,19,23,37,NORMAL
11433,5688,2019-10-18,Barra Funda,-235.542,-466.707,149636,20,37,8,11,36,27,17,35,REABASTECER
11434,6706,2018-8-16,República,-235.436,-466.434,107235,23,31,38,14,36,43,20,13,NORMAL
11435,6708,2018-8-18,República,-235.436,-466.434,108145,3,25,23,6,28,36,13,9,NORMAL
11436,6721,2018-9-1,República,-235.436,-466.434,108301,59,30,61,7,24,35,3,43,REABASTECER
11437,6724,2018-9-4,República,-235.436,-466.434,110949,31,13,43,37,15,22,38,34,NORMAL
11438,5791,2018-2-1,Tatuapé,-235.402,-465.765,70472,45,65,48,16,38,8,40,8,NORMAL
11439,5795,2018-2-5,Tatuapé,-235.402,-465.765,70596,6,30,10,43,19,35,21,35,NORMAL
11440,6771,2018-10-21,República,-235.436,-466.434,107766,2,65,48,18,8,40,33,36,NORMAL
11441,6831,2018-12-21,República,-235.436,-466.434,110046,22,37,13,5,13,17,38,11,REABASTECER
11442,6832,2018-12-22,República,-235.436,-466.434,110458,13,30,6,43,11,13,35,6,NORMAL
11443,6873,2019-2-3,República,-235.436,-466.434,108710,49,56,5,30,13,13,7,12,REABASTECER
11444,14485,2018-3-25,Brooklin,-236.263,-466.878,26817,52,56,56,20,18,43,34,14,NORMAL
11445,6915,2019-3-15,República,-235.436,-466.434,108087,86,54,34,39,11,43,10,20,NORMAL
11446,14545,2018-5-25,Brooklin,-236.263,-466.878,29868,86,34,5,22,27,43,24,34,NORMAL
11447,6969,2019-5-9,República,-235.436,-466.434,110559,67,6,51,34,17,11,41,25,NORMAL
11448,6085,2018-11-25,Tatuapé,-235.402,-465.765,70810,44,65,65,28,43,30,4,34,NORMAL
11449,6206,2019-3-26,Tatuapé,-235.402,-465.765,68975,56,56,35,32,27,24,17,9,NORMAL
11450,7165,2019-11-25,República,-235.436,-466.434,108586,47,58,15,12,43,34,31,22,NORMAL
11451,7183,2019-12-13,República,-235.436,-466.434,108059,54,28,11,41,17,30,43,34,NORMAL
11452,14805,2019-2-15,Brooklin,-236.263,-466.878,29751,52,65,12,33,17,40,34,43,NORMAL
11453,14855,2019-4-5,Brooklin,-236.263,-466.878,27185,77,49,14,25,33,37,6,14,NORMAL
11454,6375,2019-9-15,Tatuapé,-235.402,-465.765,70800,70,65,38,7,26,33,16,18,NORMAL
11455,14905,2019-5-25,Brooklin,-236.263,-466.878,26885,17,48,21,12,37,13,13,27,NORMAL
11456,6415,2019-10-25,Tatuapé,-235.402,-465.765,69567,26,61,30,42,28,15,31,33,NORMAL
11457,7371,2018-6-21,Higienópolis-Mackenzie,-235.488,-466.519,90987,30,49,65,2,31,24,30,37,NORMAL
11458,7441,2018-9-1,Higienópolis-Mackenzie,-235.488,-466.519,90666,23,16,61,11,18,24,24,7,NORMAL
11459,6528,2018-2-18,República,-235.436,-466.434,110331,86,13,21,24,24,26,24,23,NORMAL
11460,7488,2018-10-18,Higienópolis-Mackenzie,-235.488,-466.519,91877,61,54,44,32,8,23,3,43,REABASTECER
11461,15066,2019-11-6,Brooklin,-236.263,-466.878,29550,75,33,65,19,26,23,13,15,NORMAL
